iter	MultiClass
127	0.002525406947
128	0.002488847537
129	0.002443334085
130	0.002371352687
131	0.002338697584
132	0.0023072425
133	0.002271364084
134	0.002236417588
135	0.002207217029
136	0.002146360021
137	0.002119372234
138	0.002093176539
139	0.002067739192
140	0.002043028298
141	0.001989447566
142	0.0019620338
143	0.001939574812
144	0.001913231238
145	0.001887823311
146	0.001866868526
147	0.001855597227
148	0.001843418412
149	0.001832846949
150	0.001813231939
151	0.001793834728
152	0.001775211838
153	0.0017561199
154	0.001734172663
155	0.00171682234
156	0.001699891925
157	0.001691605793
158	0.001683251433
159	0.001674997807
160	0.001636264107
161	0.001627859337
162	0.001618116665
163	0.001602891172
164	0.001583620904
165	0.001565528937
166	0.001547846108
167	0.001530701338
168	0.001516952167
169	0.001499893503
170	0.001486070247
171	0.001479716364
172	0.00146698692
173	0.001451483937
174	0.001445452006
175	0.001432771614
176	0.00142685411
177	0.001415004705
178	0.001400670051
179	0.001388684528
180	0.001377558706
181	0.001366031806
182	0.001361778604
183	0.001351173756
184	0.001345639094
185	0.001332306005
186	0.001326133636
187	0.001321506261
188	0.00130844169
189	0.001295452608
190	0.001290960419
191	0.001278500533
192	0.001268808819
193	0.001259454581
194	0.001254368706
195	0.001245319251
196	0.00123391481
197	0.001229729641
198	0.001225646356
199	0.001217001971
200	0.001208513109
201	0.001200175498
202	0.001196418745
203	0.001185858314
204	0.001177347656
205	0.00116946401
206	0.001166124045
207	0.001155305622
208	0.001144668659
209	0.001137164439
210	0.001126955273
211	0.001119671788
212	0.001112350125
213	0.001102827526
214	0.001099625508
215	0.00109635648
216	0.001089490805
217	0.00108248654
218	0.001079299318
219	0.001070319265
220	0.001063702707
221	0.0010598467
222	0.001056526672
223	0.001053360172
224	0.001045028642
225	0.001038483804
226	0.001035531595
227	0.001032928072
228	0.00102468459
229	0.001018715431
230	0.001010339565
231	0.001002676113
232	0.0009998293229
233	0.0009973681971
234	0.0009914572225
235	0.0009856037471
236	0.0009832168452
237	0.0009777346053
238	0.0009722200471
239	0.0009631924595
240	0.0009599223073
241	0.0009546976091
242	0.0009523946009
243	0.0009472793594
244	0.0009399235026
245	0.0009333273696
246	0.0009282810195
247	0.0009234021351
248	0.0009185309355
249	0.0009162625428
250	0.0009141835403
251	0.000911918122
252	0.0009099316139
253	0.0009036140995
254	0.0008989903005
255	0.0008928263778
256	0.0008883333368
257	0.0008839007228
258	0.0008820381199
259	0.0008800640309
260	0.0008756463893
261	0.000869304207
262	0.0008674156358
263	0.0008616551784
264	0.0008574813324
265	0.0008532937657
266	0.0008477046065
267	0.0008459404647
268	0.0008417338979
269	0.0008377765477
270	0.0008318989503
271	0.0008302593033
272	0.0008260170205
273	0.0008243407971
274	0.0008200907667
275	0.0008163594516
276	0.0008112709738
277	0.0008049155809
278	0.0007999156797
279	0.0007981933496
280	0.0007967075887
281	0.0007914686152
282	0.0007866808002
283	0.0007831939445
284	0.0007783642667
285	0.0007749471066
286	0.0007734754773
287	0.0007719474697
288	0.0007673819879
289	0.0007628879366
290	0.0007594250814
291	0.0007561690743
292	0.0007528364706
293	0.0007491738026
294	0.0007478923352
295	0.00074462269
296	0.0007413939763
297	0.0007383426867
298	0.0007351806441
299	0.0007308829979
300	0.0007295907204
301	0.0007283285395
302	0.0007252840655
303	0.0007240639138
304	0.0007198063539
305	0.0007186231746
306	0.0007145288655
307	0.0007105710613
308	0.0007056272245
309	0.0007027451262
310	0.0006999897134
311	0.0006972638087
312	0.0006944331796
313	0.0006906250585
314	0.0006893634407
315	0.0006867088661
316	0.000685615495
317	0.0006819412414
318	0.0006783192821
319	0.000675723074
320	0.000674356453
321	0.0006707395791
322	0.0006681114808
323	0.0006643383356
324	0.0006618732598
325	0.0006593190495
326	0.0006568314845
327	0.000655868379
328	0.0006548354433
329	0.0006524490561
330	0.000650100483
331	0.0006464886466
332	0.0006455042471
333	0.0006431138411
334	0.0006397964307
335	0.0006375332494
336	0.0006342768979
337	0.0006320007358
338	0.000631035687
339	0.0006278370076
340	0.0006256540055
341	0.0006232375594
342	0.0006223383617
343	0.0006201970716
344	0.0006193114092
345	0.000616286229
346	0.0006130043078
347	0.0006109256102
348	0.0006099154768
349	0.000607858528
350	0.0006070017772
351	0.0006039045413
352	0.0006018023104
353	0.0005998086899
354	0.000597747284
355	0.0005957119315
356	0.0005937666036
357	0.0005917650868
358	0.0005896457338
359	0.0005866803871
360	0.000583939544
361	0.0005810333107
362	0.0005783914272
363	0.0005748189683
364	0.0005722192304
365	0.0005713911561
366	0.0005706434241
367	0.0005698041304
368	0.0005690477829
369	0.0005664529309
370	0.0005639394737
371	0.0005631924069
372	0.0005613356018
373	0.0005595541004
374	0.0005578166205
375	0.0005570678661
376	0.0005539635408
377	0.0005513888054
378	0.0005496335002
379	0.0005472698322
380	0.0005463780891
381	0.0005447230888
382	0.0005423922322
383	0.0005400886188
384	0.0005384325375
385	0.000537750773
386	0.0005368902583
387	0.000535228481
388	0.0005336120282
389	0.0005313703941
390	0.0005297839997
391	0.000528187131
392	0.0005275709539
393	0.0005260368833
394	0.0005238699518
395	0.000523254506
396	0.0005226431244
397	0.0005219780496
398	0.0005204192626
399	0.0005197868549
400	0.0005191678525
401	0.0005170329598
402	0.0005155592385
403	0.0005149622743
404	0.0005135041095
405	0.0005113126905
406	0.0005098700452
407	0.0005077648638
408	0.0005063079252
409	0.000505730418
410	0.0005043192054
411	0.00050286967
412	0.0005022645891
413	0.0005000232381
414	0.0004986515494
415	0.000498019057
416	0.0004966618538
417	0.0004953096886
418	0.0004939733099
419	0.0004920202045
420	0.0004893534092
421	0.0004880452253
422	0.0004874389994
423	0.0004869248488
424	0.0004856331804
425	0.000485107165
426	0.0004837699423
427	0.0004818562142
428	0.0004805933003
429	0.0004792998958
430	0.0004787768374
431	0.0004769172728
432	0.0004749418518
433	0.0004743248459
434	0.0004730558776
435	0.0004725564747
436	0.0004713005864
437	0.0004695133644
438	0.0004690361448
439	0.0004672413183
440	0.0004660362227
441	0.0004641826239
442	0.0004624391689
443	0.0004619086177
444	0.0004607313811
445	0.000459525152
446	0.0004590666893
447	0.0004578915452
448	0.0004562087268
449	0.0004557249969
450	0.0004539272899
451	0.0004534573561
452	0.0004518160489
453	0.0004506963071
454	0.000448603063
455	0.0004469787872
456	0.0004458388985
457	0.0004452458448
458	0.0004441270204
459	0.0004430407409
460	0.0004419553612
461	0.0004415394832
462	0.0004404352077
463	0.0004399654038
464	0.0004388980533
465	0.0004373268255
466	0.0004362837054
467	0.0004347566801
468	0.0004332208526
469	0.0004321500199
470	0.0004305327114
471	0.0004295139427
472	0.0004290630683
473	0.0004276053138
474	0.0004257106462
475	0.000424669105
476	0.0004236434344
477	0.0004222099482
478	0.0004211993961
479	0.000419756999
480	0.0004193232498
481	0.0004188864069
482	0.0004185129304
483	0.0004181430723
484	0.0004171817095
485	0.0004157983686
486	0.0004143956712
487	0.0004134228517
488	0.0004124842827
489	0.0004115450969
490	0.0004105858979
491	0.0004096334698
492	0.0004091423031
493	0.0004078052912
494	0.0004068972773
495	0.0004059756114
496	0.0004050260979
497	0.0004046937725
498	0.0004037747047
499	0.0004033771868
500	0.0004030209424
501	0.0004026758195
502	0.0004013417978
503	0.0004004379488
504	0.0004000962473
505	0.0003988026306
506	0.0003973983148
507	0.0003970486088
508	0.0003967183625
509	0.0003962529393
510	0.0003959136435
511	0.0003950317178
512	0.0003946787259
513	0.0003938123187
514	0.0003934853002
515	0.0003926133161
516	0.0003913648835
517	0.0003901277135
518	0.0003893003252
519	0.0003888966709
520	0.0003884534373
521	0.0003876350543
522	0.0003864256838
523	0.0003856085629
524	0.0003847780279
525	0.0003835285411
526	0.0003827291115
527	0.0003819365137
528	0.000381122539
529	0.0003803377181
530	0.0003791402224
531	0.0003783587241
532	0.0003775693506
533	0.000376792715
534	0.0003756435898
535	0.0003748600328
536	0.0003737137913
537	0.0003729604804
538	0.0003718267861
539	0.0003715394747
540	0.0003704259324
541	0.0003696750892
542	0.000368906645
543	0.0003681746301
544	0.0003670541848
545	0.0003662306349
546	0.000365487235
547	0.0003652033875
548	0.0003649091647
549	0.000363727473
550	0.000363016312
551	0.0003622868979
552	0.000361219973
553	0.0003605193938
554	0.0003593915084
555	0.0003586955701
556	0.0003575851404
557	0.000356875627
558	0.0003561760326
559	0.0003553965927
560	0.000354346528
561	0.0003536605643
562	0.0003533957115
563	0.0003523787457
564	0.0003508900506
565	0.0003506350192
566	0.0003499542856
567	0.0003492775942
568	0.0003482796614
569	0.0003480281372
570	0.0003470394507
571	0.0003463872293
572	0.0003460970212
573	0.0003454484742
574	0.0003447874234
575	0.0003438216719
576	0.0003431862077
577	0.0003428925
578	0.0003426183753
579	0.0003419789891
580	0.0003413431995
581	0.0003410968582
582	0.0003404627029
583	0.000339845639
584	0.0003384739059
585	0.0003378420873
586	0.0003369007521
587	0.0003365849089
588	0.0003363468587
589	0.0003357200227
590	0.0003354512352
591	0.0003348359644
592	0.0003346087821
593	0.0003343698099
594	0.0003337599213
595	0.000332837072
596	0.0003326296873
597	0.000332042722
598	0.0003308913728
599	0.0003299208251
600	0.0003293255207
601	0.0003287486525
602	0.000327842948
603	0.0003268794188
604	0.0003266563132
605	0.0003257821698
606	0.0003255626268
607	0.0003244686324
608	0.0003235284858
609	0.0003229490018
610	0.0003226955594
611	0.000322471221
612	0.0003218968174
613	0.0003213371188
614	0.0003211236248
615	0.0003208821732
616	0.0003205786209
617	0.0003203209162
618	0.0003201109934
619	0.0003192572544
620	0.0003190151114
621	0.0003184542457
622	0.0003176188666
623	0.0003167808283
624	0.0003165688113
625	0.0003160150249
626	0.0003154786195
627	0.000314934674
628	0.0003143894892
629	0.000314131638
630	0.0003132444477
631	0.0003124418335
632	0.000311900463
633	0.0003117027593
634	0.0003114950759
635	0.0003109755543
636	0.0003107443744
637	0.000310227905
638	0.0003096813631
639	0.0003094154723
640	0.0003088904608
641	0.0003080527774
642	0.0003072141111
643	0.0003070230944
644	0.0003068290242
645	0.0003063224998
646	0.0003058184971
647	0.0003053169949
648	0.0003050551706
649	0.0003045604342
650	0.0003040585623
651	0.000303869488
652	0.0003031037063
653	0.0003029118016
654	0.0003027159731
655	0.0003022294341
656	0.0003020433453
657	0.0003015565228
658	0.0003010753004
659	0.0003003155554
660	0.0002993373278
661	0.0002985995132
662	0.0002981257451
663	0.0002976531521
664	0.0002969078585
665	0.000296423423
666	0.0002959545818
667	0.0002957750225
668	0.000295309055
669	0.0002948479421
670	0.0002941159626
671	0.0002938778351
672	0.0002934090827
673	0.0002926922147
674	0.0002925061454
675	0.000291752094
676	0.0002915295913
677	0.0002908151944
678	0.0002906506112
679	0.0002899546518
680	0.0002892602234
681	0.0002890889983
682	0.0002881710411
683	0.0002879974956
684	0.0002875535467
685	0.000287112632
686	0.0002868819278
687	0.0002861704545
688	0.0002857331599
689	0.0002852981812
690	0.0002843419759
691	0.0002841791534
692	0.0002837491809
693	0.0002835834764
694	0.0002834256997
695	0.000282553505
696	0.0002821153178
697	0.0002816825078
698	0.0002808629988
699	0.0002801719485
700	0.0002800151035
701	0.0002793699743
702	0.0002792107704
703	0.0002787835254
704	0.000278031512
705	0.0002773420246
706	0.0002766580333
707	0.0002762440908
708	0.0002758263134
709	0.0002754186517
710	0.0002751111385
711	0.0002744526012
712	0.0002742754467
713	0.0002741245951
714	0.0002737119516
715	0.0002732992546
716	0.0002726701463
717	0.000272058597
718	0.0002716480672
719	0.0002712430352
720	0.0002706374166
721	0.0002698283519
722	0.0002694282408
723	0.0002687880983
724	0.0002683950353
725	0.0002682475027
726	0.0002680465176
727	0.0002676616317
728	0.0002675161211
729	0.0002673727686
730	0.0002669791828
731	0.0002665899955
732	0.0002659729558
733	0.0002652036623
734	0.0002648174787
735	0.0002644337466
736	0.0002640499186
737	0.000263910085
738	0.0002635391297
739	0.0002629662173
740	0.0002625858887
741	0.000261836574
742	0.0002614694311
743	0.0002613280394
744	0.0002609648129
745	0.0002606030121
746	0.0002604602073
747	0.0002600985591
748	0.0002599451512
749	0.0002593374075
750	0.0002591735009
751	0.0002588093978
752	0.0002584526491
753	0.0002578999404
754	0.0002577605732
755	0.0002574001028
756	0.0002570476102
757	0.0002566664103
758	0.0002565108522
759	0.0002559313766
760	0.0002553795391
761	0.0002550266308
762	0.0002548889864
763	0.0002543483902
764	0.0002539975046
765	0.0002536481303
766	0.0002535196846
767	0.0002531782989
768	0.0002529928007
769	0.0002528447555
770	0.0002524997244
771	0.0002523615524
772	0.0002517858545
773	0.0002516587292
774	0.0002515311206
775	0.0002512945998
776	0.0002511692681
777	0.0002508349786
778	0.0002504978716
779	0.0002501678622
780	0.0002498343895
781	0.0002496995913
782	0.0002493627576
783	0.0002487794037
784	0.0002486552256
785	0.0002479762278
786	0.0002478529553
787	0.0002473347748
788	0.0002467815282
789	0.0002466606019
790	0.000246494164
791	0.0002463690902
792	0.0002462461587
793	0.0002457392226
794	0.0002452067281
795	0.0002446663186
796	0.0002445388324
797	0.0002442215935
798	0.0002439045267
799	0.0002435889774
800	0.000243268453
801	0.0002427684561
802	0.0002419904326
803	0.0002416790535
804	0.0002411509364
805	0.0002408367082
806	0.0002403551789
807	0.0002401972333
808	0.0002395362766
809	0.0002392317638
810	0.0002387557388
811	0.0002384471171
812	0.0002381286232
813	0.0002376581584
814	0.0002371522976
815	0.0002366860161
816	0.0002363812131
817	0.0002360761854
818	0.000235774392
819	0.0002353141171
820	0.0002347287012
821	0.0002344262067
822	0.000234130451
823	0.0002336774513
824	0.0002333791642
825	0.000233269217
826	0.0002331352799
827	0.0002328451333
828	0.0002322080772
829	0.0002317244082
830	0.0002316166194
831	0.0002314863103
832	0.0002311633042
833	0.0002308791102
834	0.0002304318732
835	0.0002301482226
836	0.0002298666999
837	0.0002297122615
838	0.0002296047323
839	0.0002293211277
840	0.0002288479777
841	0.0002287427071
842	0.0002286380967
843	0.0002285280229
844	0.0002282450152
845	0.0002280949596
846	0.0002276574059
847	0.0002275510215
848	0.0002273308414
849	0.0002268685318
850	0.0002263038916
851	0.0002260285359
852	0.0002259249304
853	0.0002256527487
854	0.0002253758916
855	0.0002251051071
856	0.0002250023691
857	0.0002243561486
858	0.00022408182
859	0.0002239816039
860	0.000223563338
861	0.0002232919769
862	0.0002231917952
863	0.0002229228501
864	0.0002225048945
865	0.000222242647
866	0.0002218099872
867	0.0002215483138
868	0.0002212833343
869	0.000221024398
870	0.000220612165
871	0.0002203548175
872	0.0002200981992
873	0.0002195904269
874	0.0002194700154
875	0.0002192151685
876	0.000218784157
877	0.0002185281869
878	0.0002181299731
879	0.0002180361106
880	0.0002177837499
881	0.0002175319919
882	0.0002171404759
883	0.0002167489775
884	0.0002164990048
885	0.0002162458917
886	0.0002159986442
887	0.0002157520676
888	0.0002153323628
889	0.0002150872843
890	0.0002146812982
891	0.0002142974186
892	0.0002140492338
893	0.0002137781477
894	0.0002136681911
895	0.0002131439707
896	0.0002129029355
897	0.0002128144035
898	0.0002122916456
899	0.000212183529
900	0.0002119455104
901	0.000211422897
902	0.0002111819862
903	0.0002110925899
904	0.0002108566177
905	0.0002107658345
906	0.0002105014075
907	0.0002104120771
908	0.0002100434063
909	0.0002099504657
910	0.0002097146468
911	0.0002093179047
912	0.0002092038196
913	0.0002088098146
914	0.0002085748813
915	0.0002080874894
916	0.0002078578719
917	0.0002076292588
918	0.0002073976571
919	0.0002070181105
920	0.0002067872575
921	0.0002064297127
922	0.0002061995369
923	0.0002058452155
924	0.0002054927516
925	0.0002052686022
926	0.0002050417594
927	0.0002049569167
928	0.0002048747189
929	0.0002046524923
930	0.0002045501475
931	0.0002041752019
932	0.000204083272
933	0.0002037089062
934	0.0002034778936
935	0.0002032550938
936	0.0002027643959
937	0.0002024187435
938	0.0002021980267
939	0.0002019818213
940	0.0002016421708
941	0.0002015586608
942	0.000201332767
943	0.0002012509409
944	0.0002009094842
945	0.0002005739798
946	0.0002003570418
947	0.0002001408378
948	0.0001999210504
949	0.0001997090694
950	0.0001996160765
951	0.0001992593275
952	0.000199044951
953	0.0001988322163
954	0.0001984782891
955	0.0001982670041
956	0.0001979361666
957	0.0001977286367
958	0.000197518722
959	0.0001973026306
960	0.0001970941302
961	0.0001970114298
962	0.0001968067937
963	0.0001966009408
964	0.0001962733171
965	0.0001960703184
966	0.0001958681375
967	0.000195546835
968	0.0001953425371
969	0.0001949978837
970	0.0001945123658
971	0.0001944297084
972	0.0001941075993
973	0.0001936275002
974	0.0001935568666
975	0.0001933559757
976	0.0001932819805
977	0.0001929705482
978	0.0001927711573
979	0.0001925729209
980	0.0001923778057
981	0.0001920688277
982	0.000191663001
983	0.0001913530941
984	0.0001912787428
985	0.0001910785643
986	0.0001908861316
987	0.0001904847714
988	0.0001903948241
989	0.0001903222866
990	0.0001901269551
991	0.0001899325836
992	0.000189739792
993	0.0001894350732
994	0.0001891135655
995	0.0001889220172
996	0.0001888350435
997	0.0001887474373
998	0.0001886754496
999	0.0001884879512
